Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Molecular Functions,21,GO:0046624,sphingolipid transporter activity,,-4.3,20,8.4,30238,20,310,4,1.3,0.64,5243|9429|51228|57194,ABCB1|ABCG2|GLTP|ATP10A,-2.4,GenesID
GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-4.3,4.9,5.6,30238,201,310,10,3.2,1,945|3133|3965|4939|7096|7099|9261|10859|54440|64115,CD33|HLA-E|LGALS9|OAS2|TLR1|TLR4|MAPKAPK2|LILRB1|SASH3|VSIR,-2.4,GenesID
GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.3,6.2,5.9,30238,126,310,8,2.6,0.9,972|1436|1906|3071|3965|59341|80024|196527,CD74|CSF1R|EDN1|NCKAP1L|LGALS9|TRPV4|SLC8B1|ANO6,-2.4,GenesID
GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-4.3,3.5,5.1,30238,385,310,14,4.5,1.2,183|1003|3688|3791|4088|4734|5654|23191|25805|54829|56937|57045|57608|135228,AGT|CDH5|ITGB1|KDR|SMAD3|NEDD4|HTRA1|CYFIP1|BAMBI|ASPN|PMEPA1|TWSG1|JCAD|CD109,-2.4,GenesID
GO Biological Processes,19,GO:0044042,glucan metabolic process,19_GO:0009987 cellular process,-4.3,9.1,6.6,30238,64,310,6,1.9,0.78,3953|4864|5255|5507|5837|648791,LEPR|NPC1|PHKA1|PPP1R3C|PYGM|PPP1R3G,-2.4,GenesID
GO Cellular Components,20,GO:0012507,ER to Golgi transport vesicle membrane,,-4.3,9.1,6.6,30238,64,310,6,1.9,0.78,972|3105|3117|3122|3127|3133,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E,-2.4,GenesID
GO Molecular Functions,21,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",,-4.3,12,7.2,30238,40,310,5,1.6,0.72,4124|7096|7099|8809|81793,MAN2A1|TLR1|TLR4|IL18R1|TLR10,-2.3,GenesID
GO Biological Processes,19,GO:2000630,positive regulation of miRNA metabolic process,19_GO:0048518 positive regulation of biological process,-4.3,9,6.6,30238,65,310,6,1.9,0.78,183|2113|2624|2908|4088|87178,AGT|ETS1|GATA2|NR3C1|SMAD3|PNPT1,-2.3,GenesID
GO Biological Processes,19,GO:0046631,alpha-beta T cell activation,19_GO:0002376 immune system process,-4.3,6.1,5.9,30238,128,310,8,2.6,0.9,3105|3133|7099|8809|9976|23308|51176|54440,HLA-A|HLA-E|TLR4|IL18R1|CLEC2B|ICOSLG|LEF1|SASH3,-2.3,GenesID
GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-4.3,5.3,5.7,30238,165,310,9,2.9,0.95,678|1003|1906|2908|3397|3987|4088|6662|25805,ZFP36L2|CDH5|EDN1|NR3C1|ID1|LIMS1|SMAD3|SOX9|BAMBI,-2.3,GenesID
GO Biological Processes,19,GO:0046890,regulation of lipid biosynthetic process,19_GO:0050789 regulation of biological process,-4.3,4.8,5.5,30238,205,310,10,3.2,1,718|972|1906|2908|5166|5978|9619|115330|150094|221395,C3|CD74|EDN1|NR3C1|PDK4|REST|ABCG1|GPR146|SIK1|ADGRF5,-2.3,GenesID
GO Biological Processes,19,GO:0050672,negative regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-4.2,7.2,6.1,30238,95,310,7,2.3,0.84,3133|3635|3965|5074|10859|57045|64115,HLA-E|INPP5D|LGALS9|PAWR|LILRB1|TWSG1|VSIR,-2.3,GenesID
GO Molecular Functions,21,GO:0042562,hormone binding,,-4.2,7.2,6.1,30238,95,310,7,2.3,0.84,1910|2908|3416|3953|10203|30061|79602,EDNRB|NR3C1|IDE|LEPR|CALCRL|SLC40A1|ADIPOR2,-2.3,GenesID
GO Biological Processes,19,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-4.2,37,10,30238,8,310,3,0.97,0.56,3071|3105|3133,NCKAP1L|HLA-A|HLA-E,-2.3,GenesID
GO Biological Processes,19,GO:2000564,"regulation of CD8-positive, alpha-beta T cell proliferation",19_GO:0002376 immune system process,-4.2,37,10,30238,8,310,3,0.97,0.56,3105|3133|64115,HLA-A|HLA-E|VSIR,-2.3,GenesID
GO Biological Processes,19,GO:0034101,erythrocyte homeostasis,19_GO:0042592 homeostatic process,-4.2,6,5.8,30238,130,310,8,2.6,0.9,2034|2235|3059|3071|6005|6338|6886|221395,EPAS1|FECH|HCLS1|NCKAP1L|RHAG|SCNN1B|TAL1|ADGRF5,-2.3,GenesID
GO Biological Processes,19,GO:0090596,sensory organ morphogenesis,19_GO:0032502 developmental process,-4.2,4,5.2,30238,296,310,12,3.9,1.1,639|1906|2624|3791|4124|5978|6662|6926|8323|9368|30812|121227,PRDM1|EDN1|GATA2|KDR|MAN2A1|REST|SOX9|TBX3|FZD6|NHERF1|SOX8|LRIG3,-2.3,GenesID
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-4.2,2.8,4.8,30238,662,310,19,6.1,1.4,639|718|972|1380|3105|3117|3122|3127|3133|3560|3635|3822|4734|7099|8809|10859|23308|51176|89790,PRDM1|C3|CD74|CR2|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|IL2RB|INPP5D|KLRC2|NEDD4|TLR4|IL18R1|LILRB1|ICOSLG|LEF1|SIGLEC10,-2.3,GenesID
GO Biological Processes,19,GO:0002690,positive regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.2,7,6.1,30238,97,310,7,2.3,0.84,972|1436|1906|3071|3965|59341|196527,CD74|CSF1R|EDN1|NCKAP1L|LGALS9|TRPV4|ANO6,-2.3,GenesID
GO Biological Processes,19,GO:0032945,negative regulation of mononuclear cell proliferation,19_GO:0048519 negative regulation of biological process,-4.2,7,6.1,30238,97,310,7,2.3,0.84,3133|3635|3965|5074|10859|57045|64115,HLA-E|INPP5D|LGALS9|PAWR|LILRB1|TWSG1|VSIR,-2.3,GenesID
GO Biological Processes,19,GO:2000351,regulation of endothelial cell apoptotic process,19_GO:0050789 regulation of biological process,-4.2,8.7,6.5,30238,67,310,6,1.9,0.78,1003|2152|2624|3397|3791|196527,CDH5|F3|GATA2|ID1|KDR|ANO6,-2.3,GenesID
GO Biological Processes,19,GO:0042100,B cell proliferation,19_GO:0002376 immune system process,-4.2,12,7,30238,42,310,5,1.6,0.72,1380|4064|7099|51176|54440,CR2|CD180|TLR4|LEF1|SASH3,-2.3,GenesID
GO Cellular Components,20,GO:0009925,basal plasma membrane,,-4.2,3.9,5.1,30238,300,310,12,3.9,1.1,1317|2065|3416|3773|3953|6513|6541|6566|7037|11309|30061|57477,SLC31A1|ERBB3|IDE|KCNJ16|LEPR|SLC2A1|SLC7A1|SLC16A1|TFRC|SLCO2B1|SLC40A1|SHROOM4,-2.2,GenesID
GO Biological Processes,19,GO:0051384,response to glucocorticoid,19_GO:0050896 response to stimulus,-4.1,5.9,5.7,30238,133,310,8,2.6,0.9,15|590|678|1906|2235|2908|5243|5978,AANAT|BCHE|ZFP36L2|EDN1|FECH|NR3C1|ABCB1|REST,-2.2,GenesID
GO Biological Processes,19,GO:0046640,regulation of alpha-beta T cell proliferation,19_GO:0002376 immune system process,-4.1,11,6.9,30238,43,310,5,1.6,0.72,3105|3133|3965|57045|64115,HLA-A|HLA-E|LGALS9|TWSG1|VSIR,-2.2,GenesID
GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0065007 biological regulation,-4.1,4.6,5.3,30238,214,310,10,3.2,1,15|590|1363|1734|1910|3295|3416|5156|6338|25825,AANAT|BCHE|CPE|DIO2|EDNRB|HSD17B4|IDE|PDGFRA|SCNN1B|BACE2,-2.2,GenesID
GO Cellular Components,20,GO:0055037,recycling endosome,,-4.1,4.6,5.3,30238,214,310,10,3.2,1,1317|3105|3133|3688|7037|9619|30844|30845|54918|79628,SLC31A1|HLA-A|HLA-E|ITGB1|TFRC|ABCG1|EHD4|EHD3|CMTM6|SH3TC2,-2.2,GenesID
GO Biological Processes,19,GO:0060485,mesenchyme development,19_GO:0032502 developmental process,-4.1,4.2,5.2,30238,258,310,11,3.5,1.1,1906|1910|2065|4088|4734|6662|6663|6926|25937|30812|51176,EDN1|EDNRB|ERBB3|SMAD3|NEDD4|SOX9|SOX10|TBX3|WWTR1|SOX8|LEF1,-2.2,GenesID
GO Biological Processes,19,GO:0042471,ear morphogenesis,19_GO:0032502 developmental process,-4.1,5.8,5.7,30238,135,310,8,2.6,0.9,1906|2624|5978|6662|6926|8323|9368|121227,EDN1|GATA2|REST|SOX9|TBX3|FZD6|NHERF1|LRIG3,-2.2,GenesID
GO Biological Processes,19,GO:0008202,steroid metabolic process,19_GO:0009987 cellular process,-4.1,4.1,5.2,30238,259,310,11,3.5,1.1,873|1910|2235|2908|3295|3953|4864|5156|6338|9619|26031,CBR1|EDNRB|FECH|NR3C1|HSD17B4|LEPR|NPC1|PDGFRA|SCNN1B|ABCG1|OSBPL3,-2.2,GenesID
GO Biological Processes,19,GO:0048708,astrocyte differentiation,19_GO:0032502 developmental process,-4.1,8.4,6.3,30238,70,310,6,1.9,0.78,2908|6662|6886|7099|9283|30812,NR3C1|SOX9|TAL1|TLR4|GPR37L1|SOX8,-2.2,GenesID
GO Biological Processes,19,GO:0061042,vascular wound healing,19_GO:0032502 developmental process,-4.1,33,9.6,30238,9,310,3,0.97,0.56,2624|3791|79602,GATA2|KDR|ADIPOR2,-2.2,GenesID
GO Biological Processes,19,GO:0021932,hindbrain radial glia guided cell migration,19_GO:0032502 developmental process,-4.1,33,9.6,30238,9,310,3,0.97,0.56,482|3688|51176,ATP1B2|ITGB1|LEF1,-2.2,GenesID
GO Biological Processes,19,GO:0050790,regulation of catalytic activity,19_GO:0065007 biological regulation,-4.1,2.9,4.7,30238,565,310,17,5.5,1.3,183|972|1436|1647|1910|2321|3655|3688|3987|9368|23677|64115|81704|83666|143872|151636|219771,AGT|CD74|CSF1R|GADD45A|EDNRB|FLT1|ITGA6|ITGB1|LIMS1|NHERF1|SH3BP4|VSIR|DOCK8|PARP9|ARHGAP42|DTX3L|CCNY,-2.2,GenesID
GO Biological Processes,19,GO:0002708,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-4.1,5.7,5.6,30238,137,310,8,2.6,0.9,718|3105|3122|3133|3822|7037|8809|54440,C3|HLA-A|HLA-DRA|HLA-E|KLRC2|TFRC|IL18R1|SASH3,-2.2,GenesID
GO Biological Processes,19,GO:0120162,positive regulation of cold-induced thermogenesis,19_GO:0042592 homeostatic process,-4,6.7,5.9,30238,102,310,7,2.3,0.84,1376|1734|2034|3953|79602|94097|133522,CPT2|DIO2|EPAS1|LEPR|ADIPOR2|SFXN5|PPARGC1B,-2.2,GenesID
GO Biological Processes,19,GO:0045668,negative regulation of osteoblast differentiation,19_GO:0032502 developmental process,-4,8.2,6.2,30238,71,310,6,1.9,0.78,3397|4088|5787|6662|25805|57045,ID1|SMAD3|PTPRB|SOX9|BAMBI|TWSG1,-2.2,GenesID
GO Biological Processes,19,GO:0002757,immune response-activating signaling pathway,19_GO:0002376 immune system process,-4,3.4,4.9,30238,407,310,14,4.5,1.2,718|837|1380|3071|3105|3635|3822|7096|7099|9261|23308|51284|81793|140609,C3|CASP4|CR2|NCKAP1L|HLA-A|INPP5D|KLRC2|TLR1|TLR4|MAPKAPK2|ICOSLG|TLR7|TLR10|NEK7,-2.2,GenesID
GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4,3.6,4.9,30238,357,310,13,4.2,1.1,1734|1906|1910|3965|4064|5243|5724|7096|7099|7133|9261|10859|81793,DIO2|EDN1|EDNRB|LGALS9|CD180|ABCB1|PTAFR|TLR1|TLR4|TNFRSF1B|MAPKAPK2|LILRB1|TLR10,-2.2,GenesID
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-4,3,4.7,30238,514,310,16,5.2,1.3,183|718|837|2113|3133|3822|7096|7099|9261|9630|51284|57169|59341|81793|83666|140609,AGT|C3|CASP4|ETS1|HLA-E|KLRC2|TLR1|TLR4|MAPKAPK2|GNA14|TLR7|ZNFX1|TRPV4|TLR10|PARP9|NEK7,-2.2,GenesID
GO Biological Processes,19,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-4,5.7,5.6,30238,138,310,8,2.6,0.9,183|1608|1906|1910|5724|9368|9630|64805,AGT|DGKG|EDN1|EDNRB|PTAFR|NHERF1|GNA14|P2RY12,-2.2,GenesID
GO Biological Processes,19,GO:0003014,renal system process,19_GO:0032501 multicellular organismal process,-4,5.7,5.6,30238,138,310,8,2.6,0.9,183|1906|1910|6338|9368|9429|85415|221395,AGT|EDN1|EDNRB|SCNN1B|NHERF1|ABCG2|RHPN2|ADGRF5,-2.2,GenesID
GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,19_GO:0050789 regulation of biological process,-4,3.5,4.9,30238,358,310,13,4.2,1.1,183|718|972|1906|2908|5166|5978|6662|9619|80207|115330|150094|221395,AGT|C3|CD74|EDN1|NR3C1|PDK4|REST|SOX9|ABCG1|OPA3|GPR146|SIK1|ADGRF5,-2.2,GenesID
GO Biological Processes,19,GO:0032755,positive regulation of interleukin-6 production,19_GO:0048518 positive regulation of biological process,-4,6.6,5.8,30238,103,310,7,2.3,0.84,972|3965|7096|7099|51284|53342|59341,CD74|LGALS9|TLR1|TLR4|TLR7|IL17D|TRPV4,-2.1,GenesID
GO Biological Processes,19,GO:0055080,monoatomic cation homeostasis,19_GO:0042592 homeostatic process,-4,3,4.7,30238,515,310,16,5.2,1.3,482|760|1003|1317|1906|1910|2034|2235|3791|5166|6005|6338|7037|30061|59341|80024,ATP1B2|CA2|CDH5|SLC31A1|EDN1|EDNRB|EPAS1|FECH|KDR|PDK4|RHAG|SCNN1B|TFRC|SLC40A1|TRPV4|SLC8B1,-2.1,GenesID
GO Molecular Functions,21,GO:0042605,peptide antigen binding,,-4,11,6.7,30238,45,310,5,1.6,0.72,3105|3117|3122|3127|3133,HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E,-2.1,GenesID
GO Biological Processes,19,GO:0002501,peptide antigen assembly with MHC protein complex,19_GO:0002376 immune system process,-4,16,7.6,30238,24,310,4,1.3,0.64,3105|3117|3122|3127,HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5,-2.1,GenesID
GO Biological Processes,19,GO:0002483,antigen processing and presentation of endogenous peptide antigen,19_GO:0002376 immune system process,-4,16,7.6,30238,24,310,4,1.3,0.64,3105|3122|3133|3416,HLA-A|HLA-DRA|HLA-E|IDE,-2.1,GenesID
GO Biological Processes,19,GO:0002396,MHC protein complex assembly,19_GO:0009987 cellular process,-4,16,7.6,30238,24,310,4,1.3,0.64,3105|3117|3122|3127,HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5,-2.1,GenesID
GO Biological Processes,19,GO:0003096,renal sodium ion transport,19_GO:0051179 localization,-4,16,7.6,30238,24,310,4,1.3,0.64,183|1906|1910|9368,AGT|EDN1|EDNRB|NHERF1,-2.1,GenesID
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-4,4.4,5.2,30238,220,310,10,3.2,1,972|3133|3965|5074|5420|10859|57045|59341|64115|441478,CD74|HLA-E|LGALS9|PAWR|PODXL|LILRB1|TWSG1|TRPV4|VSIR|NRARP,-2.1,GenesID
GO Biological Processes,19,GO:0045824,negative regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4,6.6,5.8,30238,104,310,7,2.3,0.84,2|3105|3133|3635|3965|10859|25939,A2M|HLA-A|HLA-E|INPP5D|LGALS9|LILRB1|SAMHD1,-2.1,GenesID
GO Biological Processes,19,GO:0019882,antigen processing and presentation,19_GO:0002376 immune system process,-4,6.6,5.8,30238,104,310,7,2.3,0.84,972|3105|3117|3122|3127|3133|3416,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|IDE,-2.1,GenesID
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0009987 cellular process,-4,3,4.7,30238,518,310,16,5.2,1.3,718|873|972|1376|3295|4051|4864|6566|6916|11343|26031|51703|79602|79993|84532|92483,C3|CBR1|CD74|CPT2|HSD17B4|CYP4F3|NPC1|SLC16A1|TBXAS1|MGLL|OSBPL3|ACSL5|ADIPOR2|ELOVL7|ACSS1|LDHAL6B,-2.1,GenesID
GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-4,5.6,5.5,30238,140,310,8,2.6,0.9,285|1906|1910|5156|5420|6662|25937|30812,ANGPT2|EDN1|EDNRB|PDGFRA|PODXL|SOX9|WWTR1|SOX8,-2.1,GenesID
GO Biological Processes,19,GO:0002698,negative regulation of immune effector process,19_GO:0002376 immune system process,-4,5.6,5.5,30238,140,310,8,2.6,0.9,2|1380|3071|3105|3133|3635|3965|10859,A2M|CR2|NCKAP1L|HLA-A|HLA-E|INPP5D|LGALS9|LILRB1,-2.1,GenesID
GO Biological Processes,19,GO:0070661,leukocyte proliferation,19_GO:0009987 cellular process,-4,5.6,5.5,30238,140,310,8,2.6,0.9,1380|1436|4064|7099|10859|51176|54440|81704,CR2|CSF1R|CD180|TLR4|LILRB1|LEF1|SASH3|DOCK8,-2.1,GenesID
GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-4,3.7,5,30238,313,310,12,3.9,1.1,2|1003|2840|3105|3133|3635|3965|4088|7133|10859|25939|89790,A2M|CDH5|GPR17|HLA-A|HLA-E|INPP5D|LGALS9|SMAD3|TNFRSF1B|LILRB1|SAMHD1|SIGLEC10,-2.1,GenesID
GO Biological Processes,19,GO:0032722,positive regulation of chemokine production,19_GO:0048518 positive regulation of biological process,-4,8,6.1,30238,73,310,6,1.9,0.78,972|1436|3965|7099|51284|59341,CD74|CSF1R|LGALS9|TLR4|TLR7|TRPV4,-2.1,GenesID
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-4,4.4,5.2,30238,222,310,10,3.2,1,972|4064|6338|7099|8809|9452|10859|23308|51176|54518,CD74|CD180|SCNN1B|TLR4|IL18R1|ITM2A|LILRB1|ICOSLG|LEF1|APBB1IP,-2.1,GenesID
GO Biological Processes,19,GO:0070664,negative regulation of leukocyte proliferation,19_GO:0048519 negative regulation of biological process,-4,6.5,5.7,30238,105,310,7,2.3,0.84,3133|3635|3965|5074|10859|57045|64115,HLA-E|INPP5D|LGALS9|PAWR|LILRB1|TWSG1|VSIR,-2.1,GenesID
GO Cellular Components,20,GO:0030175,filopodium,,-4,6.5,5.7,30238,105,310,7,2.3,0.84,3685|3688|5420|9368|9936|26031|59341,ITGAV|ITGB1|PODXL|NHERF1|CD302|OSBPL3|TRPV4,-2.1,GenesID
GO Biological Processes,19,GO:0010906,regulation of glucose metabolic process,19_GO:0050789 regulation of biological process,-4,6.5,5.7,30238,105,310,7,2.3,0.84,2908|3486|3953|5166|5255|150094|648791,NR3C1|IGFBP3|LEPR|PDK4|PHKA1|SIK1|PPP1R3G,-2.1,GenesID
GO Cellular Components,20,GO:0016323,basolateral plasma membrane,,-4,4,5,30238,267,310,11,3.5,1.1,1317|2065|3416|3773|3953|6513|6541|6566|7037|11309|30061,SLC31A1|ERBB3|IDE|KCNJ16|LEPR|SLC2A1|SLC7A1|SLC16A1|TFRC|SLCO2B1|SLC40A1,-2.1,GenesID
GO Biological Processes,19,GO:0045621,positive regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-4,5.5,5.5,30238,141,310,8,2.6,0.9,972|3071|3122|3635|3965|51176|54440|64115,CD74|NCKAP1L|HLA-DRA|INPP5D|LGALS9|LEF1|SASH3|VSIR,-2.1,GenesID
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-4,3.3,4.8,30238,415,310,14,4.5,1.2,1376|5243|5244|6005|6506|6513|6541|6566|9368|9429|11309|51228|94097|113278,CPT2|ABCB1|ABCB4|RHAG|SLC1A2|SLC2A1|SLC7A1|SLC16A1|NHERF1|ABCG2|SLCO2B1|GLTP|SFXN5|SLC52A3,-2.1,GenesID
GO Biological Processes,19,GO:0048332,mesoderm morphogenesis,19_GO:0032502 developmental process,-3.9,7.9,6.1,30238,74,310,6,1.9,0.78,3688|4088|6886|6926|51176|57045,ITGB1|SMAD3|TAL1|TBX3|LEF1|TWSG1,-2.1,GenesID
GO Molecular Functions,21,GO:0005548,phospholipid transporter activity,,-3.9,7.9,6.1,30238,74,310,6,1.9,0.78,5243|5244|9619|51228|57194|196527,ABCB1|ABCB4|ABCG1|GLTP|ATP10A|ANO6,-2.1,GenesID
GO Biological Processes,19,GO:0002070,epithelial cell maturation,19_GO:0032502 developmental process,-3.9,16,7.4,30238,25,310,4,1.3,0.64,2034|2624|3791|29842,EPAS1|GATA2|KDR|TFCP2L1,-2.1,GenesID
GO Biological Processes,19,GO:0002042,cell migration involved in sprouting angiogenesis,19_GO:0032502 developmental process,-3.9,16,7.4,30238,25,310,4,1.3,0.64,1003|3688|30844|161198,CDH5|ITGB1|EHD4|CLEC14A,-2.1,GenesID
GO Biological Processes,19,GO:0030890,positive regulation of B cell proliferation,19_GO:0002376 immune system process,-3.9,10,6.5,30238,47,310,5,1.6,0.72,972|3071|7037|7099|54440,CD74|NCKAP1L|TFRC|TLR4|SASH3,-2.1,GenesID
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-3.9,3.1,4.7,30238,471,310,15,4.8,1.2,718|837|1380|3071|3105|3635|3822|7096|7099|9261|23308|51284|57169|81793|140609,C3|CASP4|CR2|NCKAP1L|HLA-A|INPP5D|KLRC2|TLR1|TLR4|MAPKAPK2|ICOSLG|TLR7|ZNFX1|TLR10|NEK7,-2.1,GenesID
GO Biological Processes,19,GO:0030100,regulation of endocytosis,19_GO:0051179 localization,-3.9,3.7,4.9,30238,318,310,12,3.9,1.1,718|2624|3071|3560|3685|10461|10859|29763|30844|51090|55589|196527,C3|GATA2|NCKAP1L|IL2RB|ITGAV|MERTK|LILRB1|PACSIN3|EHD4|PLLP|BMP2K|ANO6,-2.1,GenesID
GO Biological Processes,19,GO:0046635,positive regulation of alpha-beta T cell activation,19_GO:0002376 immune system process,-3.9,7.8,6,30238,75,310,6,1.9,0.78,3071|3105|3122|3133|3965|54440,NCKAP1L|HLA-A|HLA-DRA|HLA-E|LGALS9|SASH3,-2.1,GenesID
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-3.9,4.3,5.1,30238,226,310,10,3.2,1,972|4064|6338|7099|8809|9452|10859|23308|51176|54518,CD74|CD180|SCNN1B|TLR4|IL18R1|ITM2A|LILRB1|ICOSLG|LEF1|APBB1IP,-2.1,GenesID
GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-3.9,2.7,4.5,30238,641,310,18,5.8,1.3,183|945|972|1906|2065|2624|3071|3822|3965|4939|5978|6566|7099|7133|9368|9619|10859|80024,AGT|CD33|CD74|EDN1|ERBB3|GATA2|NCKAP1L|KLRC2|LGALS9|OAS2|REST|SLC16A1|TLR4|TNFRSF1B|NHERF1|ABCG1|LILRB1|SLC8B1,-2.1,GenesID
GO Biological Processes,19,GO:0001763,morphogenesis of a branching structure,19_GO:0032502 developmental process,-3.9,4.8,5.2,30238,184,310,9,2.9,0.95,639|1906|3791|6662|6663|6926|30812|51176|441478,PRDM1|EDN1|KDR|SOX9|SOX10|TBX3|SOX8|LEF1|NRARP,-2.1,GenesID
GO Biological Processes,19,GO:0050764,regulation of phagocytosis,19_GO:0051179 localization,-3.9,6.3,5.6,30238,108,310,7,2.3,0.84,718|2624|3071|3560|3685|10461|196527,C3|GATA2|NCKAP1L|IL2RB|ITGAV|MERTK|ANO6,-2.1,GenesID
GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-3.9,3.7,4.9,30238,320,310,12,3.9,1.1,1436|1906|2908|3791|4088|5420|6662|6926|8323|30812|51176|441478,CSF1R|EDN1|NR3C1|KDR|SMAD3|PODXL|SOX9|TBX3|FZD6|SOX8|LEF1|NRARP,-2.1,GenesID
GO Biological Processes,19,GO:0030195,negative regulation of blood coagulation,19_GO:0048519 negative regulation of biological process,-3.9,10,6.5,30238,48,310,5,1.6,0.72,285|1906|5156|5327|5627,ANGPT2|EDN1|PDGFRA|PLAT|PROS1,-2.1,GenesID
GO Biological Processes,19,GO:0001914,regulation of T cell mediated cytotoxicity,19_GO:0002376 immune system process,-3.9,10,6.5,30238,48,310,5,1.6,0.72,3071|3105|3122|3133|10859,NCKAP1L|HLA-A|HLA-DRA|HLA-E|LILRB1,-2.1,GenesID
GO Biological Processes,19,GO:0006636,unsaturated fatty acid biosynthetic process,19_GO:0009987 cellular process,-3.9,10,6.5,30238,48,310,5,1.6,0.72,873|972|3295|6916|79993,CBR1|CD74|HSD17B4|TBXAS1|ELOVL7,-2.1,GenesID
GO Biological Processes,19,GO:0002028,regulation of sodium ion transport,19_GO:0051179 localization,-3.9,7.7,6,30238,76,310,6,1.9,0.78,183|482|4734|6640|9368|150094,AGT|ATP1B2|NEDD4|SNTA1|NHERF1|SIK1,-2.1,GenesID
GO Biological Processes,19,GO:0071260,cellular response to mechanical stimulus,19_GO:0050896 response to stimulus,-3.9,7.7,6,30238,76,310,6,1.9,0.78,1647|6513|6662|7099|9531|51284,GADD45A|SLC2A1|SOX9|TLR4|BAG3|TLR7,-2.1,GenesID
GO Biological Processes,19,GO:0005976,polysaccharide metabolic process,19_GO:0009987 cellular process,-3.9,7.7,6,30238,76,310,6,1.9,0.78,3953|4864|5255|5507|5837|648791,LEPR|NPC1|PHKA1|PPP1R3C|PYGM|PPP1R3G,-2.1,GenesID
GO Biological Processes,19,GO:0009612,response to mechanical stimulus,19_GO:0050896 response to stimulus,-3.9,4.3,5.1,30238,228,310,10,3.2,1,285|1647|1906|5978|6513|6662|7099|9531|51284|59341,ANGPT2|GADD45A|EDN1|REST|SLC2A1|SOX9|TLR4|BAG3|TLR7|TRPV4,-2.1,GenesID
GO Biological Processes,19,GO:0050926,regulation of positive chemotaxis,19_GO:0040011 locomotion,-3.9,15,7.3,30238,26,310,4,1.3,0.64,285|2152|3791|4088,ANGPT2|F3|KDR|SMAD3,-2.1,GenesID
GO Cellular Components,20,GO:0055038,recycling endosome membrane,,-3.9,6.3,5.6,30238,109,310,7,2.3,0.84,1317|3105|3133|7037|30844|30845|54918,SLC31A1|HLA-A|HLA-E|TFRC|EHD4|EHD3|CMTM6,-2.1,GenesID
GO Biological Processes,19,GO:0033559,unsaturated fatty acid metabolic process,19_GO:0009987 cellular process,-3.9,6.3,5.6,30238,109,310,7,2.3,0.84,873|972|3295|4051|6916|11343|79993,CBR1|CD74|HSD17B4|CYP4F3|TBXAS1|MGLL|ELOVL7,-2.1,GenesID
